trip_id,amount,category
35833,128.68,Visa
20906,184.68,Ski Pass
29859,108.32,Entertainment
48365,215.29,Souvenirs
11291,130.67,Ski Pass
21992,70.56,Museum Tickets
1676,1396.44,Transport
5593,103.24,Visa
920,447.95,Guide Services
18092,1544.78,Accommodation
9230,152.96,Food
21812,245.23,Souvenirs
44162,4536.93,Transport
3965,141.67,Souvenirs
15343,288.56,Ski Pass
28068,59.38,Guide Services
7915,24.12,Museum Tickets
3069,3482.12,Transport
17008,354.23,Ski Pass
74,3173.25,Transport
39865,305.5,Ski Pass
7155,289.36,Insurance
44480,345.57,Entertainment
18271,290.65,Ski Pass
15139,48.78,Ski Pass
433,323.44,Entertainment
13997,325.65,Medical
46378,1564.43,Accommodation
43200,40.96,Museum Tickets
46604,637.12,Medical
16925,424.75,Guide Services
5073,177.81,Entertainment
48975,47.62,Visa
23859,69.38,Food
394,66.71,Entertainment
34602,73.76,Ski Pass
31117,364.71,Shopping
46127,106.09,Medical
17866,480.18,Entertainment
37563,7.47,Food
20300,159.81,Entertainment
47223,96.34,Visa
3025,115.2,Entertainment
7601,119.37,Ski Pass
39077,130.44,Food
8693,83.65,Museum Tickets
23711,47.49,Medical
42527,67.66,Medical
11400,28.42,Food
5991,34.28,Food
4413,1462.35,Accommodation
15144,171.39,Visa
43537,1123.87,Accommodation
47158,486.12,Guide Services
4025,70.31,Museum Tickets
7882,240.42,Insurance
41288,2890.04,Transport
1314,286.12,Entertainment
19729,312.0,Entertainment
9654,1411.31,Accommodation
10732,185.45,Food
22722,270.46,Guide Services
39359,99.78,Insurance
44420,65.69,Insurance
21771,428.13,Guide Services
32817,17.62,Museum Tickets
504,56.51,Food
3093,270.11,Ski Pass
36479,293.43,Ski Pass
9835,260.9,Entertainment
34707,130.6,Souvenirs
19644,156.12,Food
5146,12.87,Souvenirs
26264,1583.97,Accommodation
31375,190.09,Food
45833,148.33,Visa
31599,1253.19,Accommodation
15164,188.5,Insurance
20622,88.41,Accommodation
45992,207.92,Ski Pass
15464,51.06,Visa
19132,49.53,Ski Pass
39415,386.33,Ski Pass
22273,157.24,Visa
15295,141.07,Visa
44297,149.7,Food
47430,191.49,Visa
37063,96.9,Food
27865,77.73,Visa
45306,1253.69,Accommodation
10303,479.09,Guide Services
1700,111.53,Food
23885,81.88,Shopping
17814,104.19,Souvenirs
33772,296.95,Entertainment
11554,183.78,Visa
9691,433.87,Shopping
47575,97.89,Food
32845,166.32,Food
9515,33.85,Visa
30794,404.46,Guide Services
49921,101.41,Food
33423,124.17,Souvenirs
31779,5520.86,Transport
44758,372.51,Ski Pass
24672,244.8,Souvenirs
34816,1754.3,Accommodation
27012,245.68,Ski Pass
24203,415.43,Entertainment
30565,1512.57,Accommodation
10351,337.59,Medical
21472,90.08,Shopping
49059,137.76,Visa
39112,146.27,Visa
23743,32.14,Ski Pass
39072,99.87,Museum Tickets
10490,30.73,Shopping
21217,6094.15,Transport
34908,538.95,Shopping
22178,1165.35,Accommodation
21097,126.02,Medical
37500,69.24,Ski Pass
8258,60.01,Ski Pass
8611,357.9,Ski Pass
45771,315.02,Ski Pass
6676,220.3,Entertainment
36539,168.8,Guide Services
26764,634.81,Shopping
11401,189.85,Food
38381,779.15,Shopping
28019,143.94,Insurance
6957,208.09,Insurance
17216,73.48,Medical
45976,54.84,Food
20963,89.36,Ski Pass
7794,109.9,Visa
37118,128.97,Ski Pass
42011,395.65,Guide Services
46405,151.87,Ski Pass
30824,7.26,Museum Tickets
38917,233.12,Medical
34235,565.68,Medical
15995,147.78,Visa
47574,340.14,Medical
1931,36.23,Insurance
40843,620.92,Shopping
5228,155.84,Visa
28019,178.03,Souvenirs
43977,222.06,Insurance
32233,86.13,Entertainment
48269,27.9,Museum Tickets
31914,320.1,Ski Pass
5136,9770.11,Transport
812,163.97,Visa
9156,442.83,Medical
7270,106.48,Insurance
27976,72.14,Museum Tickets
18212,262.85,Ski Pass
40184,419.8,Entertainment
39033,347.7,Guide Services
10475,3435.34,Transport
36751,81.83,Food
42626,218.09,Entertainment
6289,44.61,Museum Tickets
17053,86.85,Food
37869,1121.04,Accommodation
30889,177.99,Souvenirs
11603,221.87,Insurance
2293,36.51,Food
4899,67.63,Museum Tickets
26496,160.37,Ski Pass
40323,156.66,Ski Pass
28198,10.59,Souvenirs
29111,50.71,Insurance
19462,497.29,Guide Services
31717,125.21,Food
45382,110.51,Ski Pass
48114,18.79,Museum Tickets
31049,8.0,Souvenirs
47077,363.78,Ski Pass
32344,58.06,Visa
24907,5958.0,Transport
17940,261.8,Insurance
38173,15.71,Museum Tickets
45401,23.68,Food
20843,836.8,Accommodation
30938,117.78,Visa
44257,65.64,Food
44027,1763.39,Accommodation
24514,291.6,Insurance
46234,23.93,Medical
17247,70.34,Guide Services
5438,292.95,Insurance
45852,11964.28,Transport
10743,75.17,Museum Tickets
5237,183.26,Food
34616,991.17,Shopping
24593,228.99,Ski Pass
37581,322.8,Accommodation
17750,602.02,Medical
47454,244.91,Medical
29897,127.17,Food
17479,440.97,Entertainment
29922,169.08,Entertainment
26211,16.45,Souvenirs
2855,5241.21,Transport
24191,1603.09,Accommodation
21182,236.63,Entertainment
2458,16.93,Food
9603,777.57,Medical
4657,149.16,Food
1080,240.5,Insurance
11565,37.97,Ski Pass
19213,90.06,Food
33510,1594.4,Accommodation
1797,158.27,Insurance
20746,26.48,Shopping
1656,938.21,Accommodation
8355,11921.07,Transport
26656,1328.9,Accommodation
25342,14122.51,Transport
22068,706.66,Shopping
14978,365.95,Guide Services
38039,4296.99,Transport
15619,334.55,Shopping
38337,306.64,Shopping
42785,3501.61,Transport
16251,9.83,Food
4386,197.88,Guide Services
24420,65.18,Food
36818,360.5,Guide Services
13972,157.99,Food
43510,184.66,Food
48089,306.6,Ski Pass
16280,298.37,Insurance
13788,350.95,Medical
37795,274.78,Medical
6805,63.82,Shopping
45318,99.37,Guide Services
31846,679.37,Medical
23239,680.56,Shopping
4938,212.84,Guide Services
43044,286.34,Ski Pass
6513,12319.85,Transport
35970,599.53,Shopping
5269,228.1,Souvenirs
23540,293.88,Insurance
15875,43.67,Entertainment
19330,2995.75,Transport
37860,12.01,Museum Tickets
41121,8049.56,Transport
40984,56.47,Food
49618,202.55,Insurance
46027,203.12,Souvenirs
49889,28.65,Museum Tickets
12953,275.13,Guide Services
25299,449.71,Guide Services
13689,10.95,Medical
13902,121.66,Insurance
40857,2390.14,Transport
34755,519.78,Medical
21580,81.31,Souvenirs
9997,78.37,Guide Services
42269,247.5,Insurance
9160,158.27,Accommodation
21436,9695.05,Transport
32036,14678.23,Transport
4233,39.99,Entertainment
1641,284.02,Accommodation
9173,176.77,Guide Services
32601,91.1,Museum Tickets
31638,167.54,Insurance
17568,76.97,Museum Tickets
162,52.03,Ski Pass
15643,129.61,Ski Pass
19826,45.89,Visa
12190,46.49,Medical
25062,1561.58,Accommodation
7987,77.38,Ski Pass
19160,87.9,Souvenirs
12904,149.11,Food
46686,402.77,Guide Services
41414,200.26,Accommodation
19173,290.92,Insurance
1265,228.4,Guide Services
41112,291.01,Souvenirs
18700,187.25,Food
20520,990.13,Shopping
14887,1294.54,Accommodation
9349,698.38,Medical
12576,312.8,Guide Services
34770,867.55,Shopping
31254,577.79,Accommodation
18352,2565.28,Transport
30091,172.5,Accommodation
17638,29.65,Insurance
31344,192.59,Food
5660,275.47,Ski Pass
28393,554.58,Medical
47654,498.8,Entertainment
44775,357.29,Entertainment
1796,552.04,Medical
18224,109.89,Insurance
15887,64.15,Museum Tickets
38469,154.89,Entertainment
1018,142.96,Guide Services
10065,1436.98,Accommodation
14626,68.59,Insurance
27133,223.04,Medical
22697,74.2,Food
29890,137.03,Insurance
20403,4077.01,Transport
49381,96.87,Museum Tickets
29608,330.96,Entertainment
15231,70.32,Ski Pass
34651,231.62,Medical
49278,41.3,Museum Tickets
882,236.19,Guide Services
15798,614.18,Medical
39968,304.72,Shopping
6747,26.5,Souvenirs
11157,784.05,Medical
13420,895.0,Accommodation
35848,668.17,Accommodation
35427,135.13,Ski Pass
38601,95.54,Insurance
25343,304.97,Entertainment
35214,493.57,Medical
174,85.5,Museum Tickets
40654,108.77,Souvenirs
34273,437.3,Guide Services
27186,100.3,Shopping
45884,12944.93,Transport
6661,130.35,Guide Services
38125,8.22,Food
41276,146.11,Food
36004,11791.24,Transport
35530,57.68,Insurance
3425,131.81,Insurance
45712,157.22,Shopping
42578,450.1,Accommodation
17570,233.45,Ski Pass
32288,244.9,Insurance
17536,1230.13,Accommodation
30847,11.5,Museum Tickets
10359,876.42,Accommodation
11941,86.56,Museum Tickets
33538,492.55,Entertainment
8091,145.76,Visa
16142,164.14,Entertainment
47042,124.67,Visa
22265,479.46,Medical
38201,1050.96,Accommodation
25360,278.96,Guide Services
44304,223.01,Entertainment
6755,70.88,Visa
13172,342.16,Accommodation
16213,419.88,Guide Services
15776,1746.86,Accommodation
31881,450.62,Guide Services
47647,154.92,Visa
35068,186.7,Visa
14870,58.97,Insurance
49285,224.41,Guide Services
32122,326.32,Shopping
42409,48.24,Visa
1291,23.96,Insurance
48820,102.34,Medical
35876,258.97,Ski Pass
2815,119.98,Insurance
42143,304.64,Medical
38768,324.56,Medical
34614,134.01,Visa
15019,139.2,Food
17429,250.84,Guide Services
38244,1250.35,Accommodation
4789,211.86,Souvenirs
39266,32.3,Insurance
5891,27.29,Insurance
31795,343.85,Entertainment
30777,112.22,Guide Services
2106,109.55,Shopping
5051,186.43,Ski Pass
23079,20.65,Entertainment
40062,43.06,Souvenirs
10848,225.04,Ski Pass
42006,3225.89,Transport
47796,260.72,Insurance
43167,580.99,Medical
41148,67.6,Museum Tickets
45850,140.14,Visa
36004,306.95,Entertainment
17272,685.75,Medical
42037,39.1,Food
3153,39.0,Accommodation
47253,1995.41,Accommodation
37366,12836.97,Transport
3974,4441.93,Transport
44049,120.21,Visa
20638,10447.39,Transport
27729,294.7,Ski Pass
21993,7304.3,Transport
18509,279.81,Accommodation
34193,673.15,Shopping
24462,168.16,Food
7057,186.32,Ski Pass
33443,401.78,Accommodation
25804,731.08,Medical
8883,7833.42,Transport
47601,8621.54,Transport
41439,20.52,Food
47432,27.11,Museum Tickets
1341,132.07,Food
42903,174.71,Insurance
31031,332.3,Ski Pass
32134,247.37,Insurance
44808,13203.35,Transport
38264,260.39,Guide Services
33530,14767.23,Transport
44859,10.04,Entertainment
24359,95.28,Shopping
13500,504.72,Medical
19756,985.74,Shopping
35441,138.18,Visa
5955,1370.92,Accommodation
39987,4024.69,Transport
5252,27.39,Museum Tickets
890,190.58,Medical
31491,71.95,Museum Tickets
27011,147.4,Accommodation
7830,1254.66,Accommodation
34492,266.4,Souvenirs
27959,167.95,Insurance
3433,204.13,Entertainment
33679,735.99,Medical
10073,299.61,Guide Services
45692,379.98,Ski Pass
37026,195.21,Entertainment
12925,193.42,Accommodation
21440,748.31,Medical
25244,1497.31,Accommodation
3153,650.99,Shopping
35992,279.78,Souvenirs
3117,23.74,Museum Tickets
28415,287.75,Insurance
37384,190.08,Visa
41299,235.39,Souvenirs
11637,57.68,Medical
29785,1045.06,Accommodation
36303,13433.37,Transport
2772,33.09,Food
1761,456.11,Guide Services
17493,174.34,Insurance
9161,372.36,Ski Pass
40865,198.84,Shopping
27630,9.46,Museum Tickets
16858,150.7,Insurance
21886,39.52,Food
45127,254.34,Insurance
36415,388.04,Entertainment
45801,150.72,Visa
7899,198.6,Visa
42662,116.24,Food
19387,423.94,Medical
4100,241.09,Souvenirs
20206,573.75,Shopping
10497,250.74,Souvenirs
33441,420.4,Entertainment
31698,113.87,Visa
19322,146.51,Visa
42535,11386.11,Transport
557,151.57,Ski Pass
42618,417.04,Entertainment
13693,5074.54,Transport
7109,183.37,Guide Services
15474,54.88,Ski Pass
36077,364.97,Shopping
48361,197.77,Souvenirs
41446,683.57,Accommodation
35062,9555.37,Transport
29585,455.56,Medical
19193,103.35,Entertainment
31817,52.07,Souvenirs
7130,129.37,Insurance
9118,143.49,Visa
40013,291.63,Shopping
30518,290.67,Insurance
27376,296.54,Guide Services
13592,1156.1,Accommodation
41674,965.61,Accommodation
34981,434.89,Guide Services
6771,74.93,Museum Tickets
10404,97.51,Insurance
10067,112.03,Souvenirs
26529,7117.2,Transport
18811,45.96,Visa
36746,404.99,Entertainment
19199,332.71,Ski Pass
13024,144.69,Food
24699,114.24,Guide Services
9762,89.16,Museum Tickets
46701,30.51,Visa
43088,269.76,Ski Pass
42816,228.19,Medical
22775,91.4,Museum Tickets
30506,444.94,Guide Services
345,6408.3,Transport
49827,1713.59,Accommodation
36686,75.29,Museum Tickets
5940,7.24,Souvenirs
29848,6399.53,Transport
10110,264.36,Insurance
23149,933.53,Transport
8830,275.5,Souvenirs
42334,416.4,Entertainment
10585,41.36,Medical
5093,794.57,Shopping
40785,16.19,Food
3191,261.48,Souvenirs
15362,39.95,Visa
6833,174.14,Souvenirs
30538,51.79,Visa
16212,129.1,Food
39756,242.0,Insurance
6293,45.33,Visa
48639,588.45,Medical
19721,147.28,Visa
5446,298.18,Guide Services
34873,112.93,Medical
9614,88.79,Souvenirs
3761,311.86,Guide Services
31572,7218.21,Transport
44656,45.93,Museum Tickets
19269,194.33,Food
19433,123.51,Souvenirs
38455,802.82,Accommodation
7607,127.13,Accommodation
17594,217.48,Insurance
49404,394.96,Ski Pass
26881,170.41,Food
18940,760.06,Medical
44093,230.37,Insurance
18969,118.04,Guide Services
3495,45.16,Museum Tickets
34794,190.67,Food
19409,159.73,Food
38656,183.32,Guide Services
6291,81.66,Museum Tickets
43,42.49,Ski Pass
36069,119.62,Visa
41985,136.85,Souvenirs
42408,86.79,Visa
5385,362.7,Medical
14724,125.54,Food
13217,173.01,Food
18677,561.13,Medical
29785,10096.16,Transport
6072,558.43,Medical
25152,1217.2,Accommodation
39409,789.92,Transport
38170,68.51,Visa
40232,27.93,Insurance
12820,72.07,Museum Tickets
9122,29.23,Souvenirs
47814,1021.63,Accommodation
32492,583.32,Accommodation
17435,959.11,Shopping
5081,25.82,Museum Tickets
13587,139.59,Visa
28940,305.92,Ski Pass
10145,253.79,Ski Pass
6000,509.13,Shopping
26988,1716.37,Transport
34170,498.75,Accommodation
43721,1381.49,Accommodation
47534,1059.45,Accommodation
22337,53.99,Museum Tickets
23815,1652.36,Accommodation
41181,189.1,Insurance
9299,459.39,Medical
9529,56.14,Museum Tickets
38637,329.08,Guide Services
22120,124.75,Accommodation
45425,359.67,Ski Pass
49593,7117.18,Transport
48716,470.83,Medical
22576,108.02,Food
44634,13.02,Museum Tickets
46145,11158.59,Transport
23936,257.18,Guide Services
34503,647.32,Shopping
36857,243.31,Entertainment
31568,44.46,Souvenirs
8178,850.41,Shopping
7099,449.19,Shopping
2035,681.32,Shopping
20675,288.58,Insurance
12341,75.39,Visa
18325,95.21,Food
38975,870.79,Shopping
15048,34.63,Ski Pass
7148,92.43,Museum Tickets
15460,121.35,Insurance
28654,13172.61,Transport
20954,16.43,Museum Tickets
3950,292.27,Accommodation
31576,64.78,Visa
43038,163.17,Visa
47101,220.56,Souvenirs
5310,253.88,Souvenirs
4961,366.51,Shopping
5633,86.18,Museum Tickets
24799,385.59,Accommodation
38108,110.58,Food
19323,579.41,Shopping
3084,39.82,Museum Tickets
39458,13789.75,Transport
4098,14067.72,Transport
39391,233.79,Souvenirs
11914,8066.23,Transport
26366,89.62,Museum Tickets
15505,265.62,Accommodation
45596,273.45,Guide Services
17092,944.42,Accommodation
34044,314.68,Ski Pass
42557,322.64,Entertainment
17101,121.2,Visa
10098,123.56,Visa
24848,617.14,Medical
41312,429.57,Guide Services
19172,65.94,Museum Tickets
38803,129.58,Insurance
26346,384.93,Guide Services
15449,188.28,Food
32032,151.74,Guide Services
22242,284.75,Ski Pass
46494,452.64,Medical
7759,7516.86,Transport
41922,786.12,Accommodation
27241,109.74,Insurance
41972,219.88,Accommodation
11213,112.11,Medical
16071,155.22,Ski Pass
37933,902.12,Shopping
15335,974.91,Shopping
9200,149.51,Ski Pass
4762,142.56,Visa
38312,241.46,Souvenirs
23628,12.14,Entertainment
35354,57.09,Visa
34658,1478.62,Accommodation
6529,238.73,Medical
31664,54.59,Insurance
22467,33.42,Food
12882,458.15,Shopping
47221,105.1,Insurance
28164,2782.81,Transport
43542,414.59,Guide Services
9516,87.65,Museum Tickets
47137,137.8,Souvenirs
29414,328.44,Guide Services
20761,78.93,Visa
35554,887.52,Shopping
29005,72.85,Museum Tickets
142,170.56,Food
12942,108.08,Food
17231,28.2,Museum Tickets
20716,339.78,Entertainment
20137,226.86,Entertainment
4794,824.65,Shopping
38467,69.17,Food
33827,24.16,Museum Tickets
4882,259.34,Accommodation
44616,100.62,Insurance
34255,79.31,Visa
45700,830.31,Shopping
3226,8.17,Museum Tickets
39312,78.71,Food
3966,160.84,Shopping
36872,246.97,Insurance
37366,71.99,Museum Tickets
11008,61.66,Ski Pass
10930,351.61,Ski Pass
21574,75.28,Guide Services
29452,173.55,Medical
14627,878.57,Shopping
36698,1429.58,Accommodation
28885,147.96,Ski Pass
33071,404.76,Entertainment
49806,34.84,Visa
30934,269.82,Insurance
41152,54.23,Medical
7000,563.04,Accommodation
15719,163.38,Ski Pass
22793,289.62,Souvenirs
14293,145.34,Ski Pass
16253,89.35,Visa
36669,113.45,Visa
9882,6399.49,Transport
10582,236.65,Entertainment
10795,277.82,Insurance
33087,171.99,Visa
30244,152.7,Food
16828,87.99,Insurance
3245,514.49,Shopping
41650,79.39,Visa
48811,1440.54,Accommodation
27320,66.47,Accommodation
22394,157.71,Guide Services
18711,84.15,Ski Pass
26682,368.38,Ski Pass
3034,65.19,Souvenirs
37044,450.77,Guide Services
1415,6.53,Museum Tickets
36737,195.22,Guide Services
12356,29.33,Souvenirs
31213,12.03,Entertainment
26165,1631.27,Accommodation
46117,368.89,Guide Services
26437,192.39,Guide Services
6379,78.0,Guide Services
30307,9352.03,Transport
666,146.76,Visa
10662,6217.04,Transport
27405,130.19,Visa
45418,288.65,Entertainment
4233,658.15,Shopping
39459,198.41,Souvenirs
28534,5000.0,Transport
33037,236.48,Guide Services
49944,136.14,Visa
25052,119.27,Shopping
6182,68.65,Visa
27325,17.95,Museum Tickets
6602,1283.17,Transport
49971,328.04,Ski Pass
21104,1432.43,Transport
10103,464.98,Entertainment
4197,74.28,Visa
40664,215.04,Souvenirs
3552,948.64,Shopping
15665,171.78,Visa
21769,353.54,Medical
10456,483.94,Medical
13356,413.47,Entertainment
14074,30.69,Visa
12175,232.95,Souvenirs
17514,145.79,Souvenirs
35952,255.7,Souvenirs
850,158.23,Guide Services
21686,261.65,Souvenirs
22858,217.11,Medical
27903,869.98,Accommodation
31291,12335.47,Transport
13769,5020.49,Transport
24146,104.29,Food
25677,169.41,Souvenirs
26647,164.27,Visa
46146,228.05,Shopping
19340,1647.66,Accommodation
22495,74.75,Museum Tickets
2445,71.65,Ski Pass
11701,1538.44,Accommodation
5331,50.85,Entertainment
1446,422.92,Guide Services
33330,249.65,Souvenirs
44003,615.87,Medical
47372,131.68,Souvenirs
6810,788.45,Shopping
25407,69.94,Souvenirs
39928,209.16,Entertainment
34412,192.96,Food
21574,398.36,Shopping
28242,49.25,Visa
22178,868.82,Shopping
6433,753.44,Shopping
40716,10047.09,Transport
21933,5705.68,Transport
20264,789.61,Medical
31599,7840.43,Transport
2049,3855.35,Transport
44967,212.17,Insurance
34891,330.82,Shopping
45324,606.23,Medical
35419,497.48,Accommodation
6927,24.52,Medical
33066,3494.31,Transport
21309,169.03,Guide Services
10434,338.67,Ski Pass
28572,472.25,Entertainment
6026,241.34,Insurance
41080,409.84,Guide Services
35530,242.84,Entertainment
43925,299.29,Guide Services
8153,414.35,Guide Services
46163,186.76,Guide Services
19836,59.92,Museum Tickets
35173,351.17,Entertainment
23143,276.84,Entertainment
31237,128.33,Souvenirs
12852,337.1,Guide Services
30256,240.96,Souvenirs
2884,195.25,Visa
10162,565.01,Medical
6421,146.36,Visa
33790,59.29,Museum Tickets
29368,189.34,Ski Pass
22359,67.6,Ski Pass
27131,222.06,Souvenirs
35003,175.26,Visa
47331,144.73,Medical
43105,14767.85,Transport
18195,439.57,Entertainment
6553,541.09,Shopping
34373,155.44,Visa
9131,79.26,Food
3788,274.81,Entertainment
37393,82.02,Ski Pass
4107,215.69,Guide Services
40753,90.44,Entertainment
45275,41.51,Visa
1123,282.02,Shopping
10379,626.0,Medical
6747,423.46,Guide Services
43530,353.59,Guide Services
18025,412.02,Medical
12521,73.69,Insurance
4309,124.76,Souvenirs
17583,619.27,Shopping
42610,150.39,Insurance
44426,123.78,Insurance
47526,813.0,Accommodation
37432,391.45,Accommodation
4995,490.86,Guide Services
18510,86.37,Insurance
20566,859.35,Accommodation
5082,85.44,Food
33149,50.24,Insurance
49712,714.5,Shopping
23034,13230.36,Transport
16971,696.68,Medical
45456,179.54,Visa
32004,6140.81,Transport
41411,399.11,Guide Services
516,12146.5,Transport
33464,102.3,Shopping
3104,175.3,Visa
10216,965.47,Shopping
12702,745.36,Shopping
48141,10439.75,Transport
35324,291.16,Souvenirs
37659,119.67,Insurance
13930,10.08,Shopping
28271,60.63,Museum Tickets
40407,1763.15,Accommodation
15724,111.26,Insurance
6236,610.09,Medical
9606,1934.32,Accommodation
10223,485.32,Entertainment
13654,408.9,Guide Services
45894,27.41,Museum Tickets
31877,453.44,Medical
22568,5191.98,Transport
26122,5725.29,Transport
5892,248.09,Souvenirs
34976,170.2,Ski Pass
38161,454.73,Guide Services
42907,199.08,Visa
34543,63.0,Souvenirs
36103,810.95,Shopping
7558,4525.5,Transport
11473,194.4,Insurance
48153,307.36,Shopping
36142,291.78,Entertainment
21993,257.75,Insurance
26882,30.35,Souvenirs
49183,29.81,Museum Tickets
48704,363.67,Shopping
17671,287.84,Souvenirs
11993,3935.22,Transport
48808,395.31,Medical
34748,106.64,Souvenirs
550,18.58,Entertainment
47782,109.43,Insurance
23754,331.3,Guide Services
20272,188.02,Visa
642,195.74,Ski Pass
45001,76.43,Insurance
7828,328.51,Entertainment
32018,83.15,Museum Tickets
19389,314.46,Entertainment
22992,493.03,Entertainment
20659,388.18,Guide Services
16314,87.29,Guide Services
36726,70.97,Visa
41867,50.23,Souvenirs
33983,20.33,Museum Tickets
35899,88.12,Museum Tickets
34052,443.64,Medical
45360,248.97,Ski Pass
6624,213.27,Ski Pass
26538,21.55,Souvenirs
2863,708.53,Shopping
30193,468.28,Medical
21853,94.08,Souvenirs
23624,30.81,Ski Pass
16094,63.67,Medical
21793,119.16,Insurance
9915,12666.36,Transport
14412,432.49,Guide Services
10198,393.37,Guide Services
31472,66.54,Ski Pass
3430,4424.33,Transport
19605,279.38,Medical
28729,116.54,Entertainment
5414,288.6,Guide Services
6287,434.32,Entertainment
10642,271.84,Insurance
42615,283.93,Guide Services
32541,213.31,Guide Services
7745,103.83,Ski Pass
32656,684.82,Shopping
2982,400.63,Entertainment
8763,605.38,Medical
37569,32.78,Ski Pass
1349,496.66,Guide Services
27062,31.97,Museum Tickets
7867,10.96,Entertainment
9671,1219.49,Accommodation
34497,47.76,Souvenirs
739,25.34,Insurance
32422,419.84,Shopping
1176,395.84,Ski Pass
49335,642.25,Shopping
47113,175.3,Ski Pass
2201,112.59,Entertainment
11008,1078.66,Accommodation
40887,83.56,Food
2395,818.47,Shopping
5634,43.3,Entertainment
2122,173.43,Guide Services
25581,112.12,Ski Pass
41631,355.9,Guide Services
14509,161.0,Food
9028,272.74,Medical
5002,178.86,Visa
36420,390.46,Medical
12060,387.56,Guide Services
38494,1820.17,Transport
14787,230.52,Ski Pass
38271,1675.82,Accommodation
25277,243.57,Guide Services
22678,194.33,Food
6955,109.28,Souvenirs
3745,370.26,Ski Pass
21975,146.32,Souvenirs
9505,935.44,Shopping
20097,171.92,Entertainment
18559,177.14,Food
30708,117.39,Ski Pass
3482,738.29,Shopping
22324,20.77,Food
36553,424.19,Guide Services
25942,290.68,Guide Services
21992,661.44,Shopping
16259,9799.55,Transport
8066,200.92,Shopping
23891,419.55,Guide Services
47390,608.9,Medical
2598,79.23,Museum Tickets
15853,270.31,Entertainment
45264,147.95,Ski Pass
34813,130.0,Guide Services
7921,43.44,Food
34924,1950.74,Transport
45704,82.03,Visa
17337,17.83,Museum Tickets
49058,247.96,Guide Services
28424,827.62,Accommodation
21389,51.44,Entertainment
18834,51.07,Museum Tickets
34209,374.7,Ski Pass
39839,743.35,Shopping
29034,188.58,Visa
46628,211.47,Entertainment
34277,340.49,Ski Pass
22291,58.81,Museum Tickets
41395,83.69,Ski Pass
30729,1607.94,Accommodation
45447,482.82,Shopping
48397,187.58,Medical
8000,590.67,Shopping
19547,278.62,Ski Pass
2346,171.92,Food
28969,294.08,Insurance
12058,87.28,Visa
36103,658.25,Medical
28835,66.8,Guide Services
9503,56.0,Medical
37596,1102.99,Accommodation
18339,48.58,Souvenirs
9367,390.27,Entertainment
30719,143.4,Souvenirs
35192,750.86,Medical
38821,93.08,Souvenirs
2762,304.91,Ski Pass
49868,178.2,Ski Pass
30144,336.02,Ski Pass
26167,599.21,Accommodation
1104,189.79,Food
19659,6250.55,Transport
31774,347.47,Ski Pass
49866,777.46,Shopping
23381,54.78,Museum Tickets
49524,445.83,Entertainment
32359,1262.77,Accommodation
655,233.58,Insurance
22150,270.14,Shopping
14431,156.18,Ski Pass
28166,362.63,Entertainment
17823,66.0,Guide Services
29053,324.68,Guide Services
25230,4710.24,Transport
25265,400.65,Medical
4803,14.95,Shopping
9087,65.42,Museum Tickets
27285,256.78,Entertainment
27644,163.8,Insurance
25377,56.78,Food
33167,43.58,Museum Tickets
16733,311.35,Ski Pass
15788,278.5,Ski Pass
16482,1793.11,Transport
34552,271.29,Souvenirs
12691,601.29,Medical
1679,175.57,Visa
42386,166.31,Entertainment
29359,54.63,Souvenirs
29469,273.99,Insurance
33682,235.67,Insurance
49116,105.33,Guide Services
17701,59.61,Visa
22308,52.94,Ski Pass
9495,129.82,Visa
35201,33.63,Food
46121,25.09,Food
49120,198.04,Visa
3208,147.58,Insurance
46791,98.82,Visa
9323,390.11,Ski Pass
39267,82.48,Food
4690,11157.04,Transport
41248,5607.67,Transport
49175,494.74,Medical
4786,348.35,Guide Services
35254,474.69,Medical
23605,195.81,Guide Services
41740,108.83,Visa
29892,178.57,Souvenirs
44569,62.68,Museum Tickets
24780,283.81,Insurance
44134,451.98,Medical
29738,299.96,Guide Services
959,66.89,Insurance
21783,420.81,Entertainment
37385,682.05,Medical
25792,84.44,Museum Tickets
22186,78.7,Museum Tickets
29858,446.61,Medical
37827,181.91,Medical
13850,386.29,Ski Pass
19931,138.97,Insurance
8075,189.4,Food
26438,294.73,Souvenirs
2536,61.2,Entertainment
811,165.7,Food
43953,116.6,Insurance
42289,93.85,Insurance
19663,374.96,Guide Services
4781,8903.05,Transport
41173,252.62,Insurance
44534,176.42,Food
48573,277.49,Guide Services
45525,209.4,Souvenirs
8705,286.96,Entertainment
37073,66.67,Museum Tickets
8804,2533.19,Transport
48858,64.28,Food
25340,289.88,Insurance
25518,715.03,Shopping
39611,152.64,Ski Pass
25228,132.05,Food
48835,406.37,Entertainment
5716,99.7,Food
24840,60.14,Shopping
32921,605.73,Accommodation
34363,282.56,Entertainment
8261,943.6,Accommodation
19210,165.93,Souvenirs
38132,36.68,Entertainment
16986,121.95,Shopping
11177,109.05,Entertainment
44247,710.67,Shopping
6026,75.01,Museum Tickets
10933,65.43,Insurance
4694,78.85,Ski Pass
27441,127.84,Souvenirs
47277,65.19,Insurance
34150,198.74,Visa
12032,472.61,Shopping
34590,36.37,Insurance
7438,477.23,Entertainment
11307,183.28,Ski Pass
49631,358.65,Entertainment
17827,77.18,Visa
43369,980.77,Accommodation
11982,38.32,Museum Tickets
33426,240.95,Ski Pass
